5,True
7,False
6,True
8,True
9,True
10,True
5,True
7,True
6,False
8,False
9,True
5,True
10,True
7,False
6,True
8,False
9,False
5,False
7,True
6,True
8,False
10,False
9,False
5,True
7,False
6,False
8,True
5,False
9,True
6,True
7,True
10,False
8,True
5,True
9,True
6,False
7,False
8,True
5,True
10,False
6,True
7,True
9,False
8,False
5,True
6,True
10,True
7,True
5,True
8,False
9,True
6,True
7,True
5,True
8,False
10,True
9,True
6,False
7,True
5,True
8,True
6,False
9,True
7,True
5,False
10,True
8,True
6,True
9,True
5,True
7,False
6,False
8,True
10,False
5,False
7,False
9,True
6,False
8,True
5,True
10,False
7,True
9,False
6,True
8,False
5,False
7,True
6,True
8,False
9,True
10,True
5,True
7,True
6,True
8,False
5,True
9,False
7,False
6,True
10,False
5,True
8,False
7,False
6,True
9,True
5,True
8,True
10,True
6,True
7,True
9,True
5,True
8,True
6,True
7,True
10,False
9,True
5,True
8,False
6,False
7,False
5,False
9,False
10,False
8,True
6,False
7,True
5,True
9,True
6,False
8,False
7,True
5,True
10,False
9,False
6,True
8,False
5,True
7,True
10,False
6,True
9,True
5,False
7,True
8,True
6,False
5,True
9,True
7,True
10,False
8,True
6,False
5,True
7,True
9,True
8,False
6,False
10,True
5,True
7,True
9,False
8,True
6,True
5,True
7,False
10,False
6,True
8,True
9,False
5,True
7,True
6,True
8,True
5,True
9,False
10,True
7,True
6,False
8,False
5,True
7,False
9,True
6,True
10,False
8,True
5,True
7,True
6,True
9,True
8,False
5,False
7,True
6,True
10,True
9,True
5,True
8,True
7,True
6,True
10,True
5,False
9,False
8,True
7,False
6,True
5,True
6,False
7,True
8,False
9,True
10,False
5,True
6,True
7,True
8,True
9,False
5,True
10,True
6,False
7,True
8,True
9,False
5,True
6,False
7,False
8,True
10,False
5,True
9,True
6,True
7,True
8,False
5,True
6,False
9,True
10,False
7,True
8,True
5,True
6,False
7,False
9,False
8,False
5,True
10,False
6,False
7,False
5,True
9,False
8,False
6,True
7,True
10,True
5,True
8,True
9,True
6,False
7,True
5,True
10,False
8,False
6,True
9,False
7,True
5,True
8,True
6,True
7,True
10,True
9,True
5,True
6,False
8,False
7,False
5,True
9,False
6,True
8,True
10,False
7,True
5,True
6,True
9,False
8,True
5,True
7,True
10,False
6,True
9,True
8,False
5,True
7,True
6,True
10,False
8,False
5,True
9,True
7,False
6,True
8,False
5,True
7,True
9,False
6,True
10,False
5,True
8,True
7,True
6,False
9,False
5,True
7,True
10,True
8,False
6,False
9,False
5,True
7,True
8,True
6,False
10,True
9,False
5,True
7,False
8,False
6,True
5,True
7,True
9,False
6,True
8,True
10,False
5,True
7,True
6,True
9,False
8,False
5,False
7,True
10,True
6,False
9,False
8,True
5,True
7,False
6,True
10,False
5,True
8,True
9,True
7,True
6,True
5,True
8,False
9,False
7,True
6,True
10,True
5,True
8,True
7,True
6,True
9,False
5,True
8,False
10,True
7,True
6,True
5,True
9,True
8,False
7,True
6,True
10,False
5,True
9,False
8,False
7,False
6,False
5,True
8,False
9,False
10,False
7,True
6,True
5,True
8,False
7,True
6,True
5,False
9,False
10,False
8,False
7,False
6,True
5,True
9,True
8,False
7,False
5,True
6,True
10,True
9,False
8,False
7,False
5,True
6,True
9,False
10,False
7,True
8,False
5,True
6,True
9,True
7,True
5,False
6,False
8,False
10,True
9,True
7,True
5,True
6,True
8,False
10,True
9,True
7,True
5,False
6,False
8,True
7,True
5,True
6,False
9,False
8,True
10,True
7,True
5,False
6,True
9,False
8,True
10,False
7,True
5,True
6,True
8,True
9,False
7,True
5,True
6,True
10,True
8,True
9,False
7,True
5,True
6,True
8,True
9,True
10,False
5,True
6,True
7,True
8,False
9,True
5,True
6,True
7,True
8,True
10,True
5,True
6,True
7,True
9,False
8,False
10,True
5,True
6,True
7,True
8,True
9,False
5,True
6,True
7,False
10,False
8,False
9,True
5,True
6,True
7,False
8,True
9,True
5,True
10,True
6,True
7,False
8,False
5,True
6,True
7,False
9,False
8,True
10,True
5,False
6,False
7,True
9,False
8,False
5,True
6,False
7,False
10,False
9,True
8,True
5,True
6,True
7,False
10,False
8,False
9,True
5,True
6,True
7,False
8,False
5,True
6,True
7,True
10,True
9,True
8,True
6,True
7,True
9,False
8,False
10,False
7,False
9,True
8,False
7,True
10,True
9,False
8,False
7,True
10,False
8,False
9,True
8,False
9,False
10,True
8,False
9,False
10,False
8,True
9,True
8,False
10,False
9,True
10,False
9,False
9,False
10,True
9,False
10,False
9,False
10,False
9,False
9,False
10,False
9,False
10,False
9,False
10,False
9,False
10,False
9,False
10,False
9,False
9,True
10,False
10,False
10,False
10,True
10,True
10,False
10,False
10,False
10,False
10,True
10,False
10,False
10,True
10,False
10,False
10,True
10,True
10,True
10,True
10,False
10,False
10,True
10,False
